MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
60,RL,70.0,11920,Reg,Inside,Other,2Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,122.0,Gd,PConc,Gd,Av,Unf,0,0,831,831,Ex,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,0,Attchd,2004.0,RFn,2,484,144,68,0,0,0,0,0,4,2010,181000
30,Other,70.0,9800,Reg,Corner,Other,1Story,5,5,1920,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,0,816,816,TA,1012,0,0,1012,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1920.0,Unf,1,429,121,0,80,0,0,0,0,4,2010,67500
20,RL,39.0,15410,IR1,Other,Other,1Story,6,6,1974,2002,Plywood,Plywood,BrkCmn,250.0,TA,CBlock,TA,Gd,BLQ,126,859,223,1208,Ex,1494,0,0,1494,1.0,0.0,2,0,3,1,TA,7,2,Attchd,1974.0,Fin,2,461,296,0,186,0,0,0,0,4,2010,169000
60,RL,85.0,13143,IR1,Inside,Other,2Story,8,5,1993,1993,HdBoard,Other,BrkFace,504.0,Gd,PConc,Gd,No,LwQ,250,981,0,1231,Ex,1251,1098,0,2349,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,1993.0,RFn,3,762,32,130,0,0,0,0,0,6,2010,362500
60,RL,88.0,11134,Reg,Inside,Other,2Story,8,5,1992,1993,HdBoard,HdBoard,BrkFace,180.0,Gd,PConc,Gd,No,GLQ,1129,0,261,1390,Ex,1402,823,0,2225,1.0,0.0,2,1,4,1,Gd,7,1,Attchd,1992.0,RFn,3,713,198,30,0,0,0,0,0,6,2010,285000
120,FV,25.0,4835,IR1,Other,Somerst,1Story,7,5,2004,2005,MetalSd,MetalSd,None,0.0,Gd,PConc,Ex,Av,GLQ,1298,0,190,1488,Ex,1488,0,0,1488,1.0,0.0,2,0,2,1,Gd,6,1,Attchd,2004.0,Fin,2,506,168,50,0,0,0,0,0,3,2010,260000
160,FV,39.0,3515,Reg,Inside,Somerst,2Story,7,5,2004,2004,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,840,840,Ex,840,840,0,1680,0.0,0.0,2,1,2,1,Gd,3,0,Attchd,2004.0,RFn,2,588,0,111,0,0,0,0,0,1,2010,190000
160,FV,30.0,3215,Reg,Inside,Somerst,2Story,7,5,2004,2004,MetalSd,MetalSd,BrkFace,120.0,Gd,PConc,Gd,Av,GLQ,280,0,320,600,Ex,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,0,Detchd,2004.0,RFn,2,480,0,172,0,0,0,0,0,4,2010,155000
160,FV,24.0,2544,Reg,Inside,Somerst,2Story,7,5,2004,2005,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,GLQ,368,42,190,600,Ex,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,0,Detchd,2004.0,RFn,2,480,0,172,0,0,0,0,0,2,2010,149500
160,FV,24.0,2544,Reg,Inside,Somerst,2Story,6,5,2005,2005,VinylSd,VinylSd,BrkFace,216.0,Gd,PConc,Gd,No,GLQ,376,0,224,600,Ex,600,636,0,1236,1.0,0.0,2,1,2,1,Gd,4,0,Detchd,2005.0,RFn,2,480,0,166,0,0,0,0,0,5,2010,152000
20,FV,57.0,12853,IR1,Inside,Somerst,1Story,8,5,2010,2010,Other,Other,None,0.0,Gd,PConc,Ex,No,GLQ,1032,0,610,1642,Ex,1418,0,0,1418,1.0,0.0,1,1,1,1,Gd,6,1,Attchd,2010.0,RFn,3,852,160,192,0,224,0,0,0,4,2010,267916
60,FV,68.0,7379,IR1,Inside,Somerst,2Story,8,5,2000,2000,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,484,0,491,975,Ex,975,873,0,1848,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,2000.0,RFn,2,592,280,184,0,0,0,0,0,4,2010,254000
20,FV,80.0,8000,Reg,Inside,Somerst,1Story,7,5,2002,2002,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,833,0,659,1492,Ex,1492,0,0,1492,1.0,0.0,2,0,3,1,Gd,6,1,Attchd,2002.0,RFn,2,596,277,137,0,0,0,0,0,4,2010,230000
60,RL,80.0,10791,Reg,Inside,Other,2Story,6,5,1993,1993,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,Mn,GLQ,1137,0,143,1280,Ex,1280,1215,0,2495,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,1993.0,Unf,2,660,224,32,0,0,0,0,0,3,2010,243500
60,RL,80.0,9600,Reg,Inside,Other,2Story,6,6,1971,1971,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,329,0,386,715,TA,930,715,0,1645,0.0,0.0,1,2,4,1,TA,7,0,Attchd,1971.0,RFn,2,441,0,78,0,0,0,0,0,6,2010,171000
20,RL,80.0,9600,Reg,Inside,NAmes,1Story,5,5,1966,1966,VinylSd,VinylSd,BrkFace,172.0,TA,CBlock,TA,No,Rec,698,0,534,1232,TA,1232,0,0,1232,1.0,0.0,1,1,3,1,TA,6,0,Attchd,1966.0,RFn,2,490,0,224,0,0,0,0,0,4,2010,142250
20,RL,90.0,9900,Reg,Corner,NAmes,1Story,5,5,1966,1966,HdBoard,HdBoard,None,0.0,TA,PConc,Gd,No,BLQ,1059,0,150,1209,Gd,1209,0,0,1209,1.0,0.0,1,0,3,1,TA,6,0,Attchd,1966.0,RFn,2,504,0,0,120,0,0,0,0,4,2010,159000
20,RL,88.0,9680,Reg,Inside,NAmes,1Story,5,6,1967,1967,Wd Sdng,Plywood,BrkFace,268.0,TA,CBlock,TA,No,BLQ,1010,0,500,1510,Ex,1510,0,0,1510,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,1967.0,RFn,2,517,0,40,0,0,204,0,0,4,2010,178900
50,RL,68.0,9724,Reg,Inside,NAmes,1.5Fin,5,7,1952,2002,MetalSd,MetalSd,BrkFace,265.0,Gd,CBlock,TA,No,LwQ,670,0,470,1140,Gd,1929,532,0,2461,0.0,0.0,2,0,3,1,TA,7,2,Detchd,1994.0,Unf,2,400,0,0,0,0,0,0,0,3,2010,197600
50,RL,120.0,17360,Reg,Corner,NAmes,1.5Fin,6,6,1949,1950,MetalSd,MetalSd,Stone,340.0,TA,CBlock,TA,No,Rec,300,0,482,782,TA,1019,537,0,1556,0.0,0.0,2,0,3,1,TA,6,1,Attchd,1949.0,Unf,2,470,0,0,150,0,0,0,0,1,2010,172500
85,RL,75.0,11380,IR1,Inside,NAmes,Other,6,8,1966,2008,HdBoard,HdBoard,BrkFace,216.0,TA,CBlock,TA,Gd,GLQ,944,0,136,1080,Gd,1128,0,0,1128,1.0,0.0,1,0,2,1,Gd,5,1,Attchd,1966.0,Unf,1,315,238,0,0,0,0,0,1500,1,2010,178000
90,RL,70.0,8267,Reg,Corner,NAmes,1Story,5,5,1958,1958,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0,0,1604,1604,TA,1604,0,0,1604,0.0,0.0,2,0,4,2,TA,8,0,Attchd,1958.0,Unf,2,576,42,0,0,0,0,0,0,3,2010,135000
20,RL,70.0,8197,Reg,Inside,NAmes,1Story,7,5,2003,2009,VinylSd,VinylSd,BrkFace,506.0,Gd,PConc,Gd,No,GLQ,1188,0,292,1480,Ex,1480,0,0,1480,1.0,0.0,2,0,3,1,Gd,7,0,Attchd,2003.0,RFn,2,620,252,73,0,0,0,0,300,2,2010,214000
20,RL,87.0,10725,IR1,Inside,NAmes,1Story,5,5,1959,1959,MetalSd,MetalSd,BrkFace,91.0,TA,CBlock,TA,No,Rec,936,0,270,1206,Other,1206,0,0,1206,0.0,0.0,1,0,3,1,TA,6,0,Attchd,1959.0,RFn,1,312,0,21,0,0,0,0,0,5,2010,108538
20,RL,80.0,10032,Reg,Inside,NAmes,1Story,6,5,1959,1959,Wd Sdng,Wd Sdng,Stone,432.0,TA,CBlock,TA,No,Rec,734,0,510,1244,Ex,1580,0,0,1580,1.0,0.0,1,1,3,1,TA,6,2,Attchd,1956.0,Unf,2,440,0,28,0,0,160,0,0,6,2010,159500
50,RL,60.0,8382,Reg,Inside,NAmes,1.5Fin,4,5,1956,1956,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,832,832,TA,832,505,0,1337,0.0,0.0,1,0,3,1,TA,5,0,Attchd,1956.0,Unf,1,263,0,0,0,0,0,0,0,2,2010,108000
20,RL,60.0,10950,Reg,Inside,NAmes,1Story,5,7,1952,1952,Other,Other,None,0.0,TA,CBlock,TA,No,BLQ,339,0,525,864,TA,1064,0,0,1064,0.0,1.0,1,0,2,1,Fa,4,0,Detchd,1952.0,Unf,1,318,0,0,0,0,0,0,0,5,2010,135000
20,RL,119.0,10895,Reg,Corner,NAmes,1Story,5,6,1955,1955,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,648,0,324,972,TA,972,0,0,972,0.0,0.0,1,0,3,1,TA,5,0,Attchd,1955.0,Unf,1,305,0,0,205,0,0,0,0,6,2010,122500
190,RL,70.0,13587,Reg,Inside,NAmes,1Story,5,5,1958,1958,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Av,Rec,532,0,456,988,TA,988,0,0,988,1.0,0.0,1,0,2,1,TA,5,0,Attchd,1958.0,Unf,1,264,0,0,0,0,0,0,0,4,2010,119000
30,RL,65.0,7898,Reg,Corner,NAmes,1Story,4,7,1920,1994,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,576,576,Gd,985,0,0,985,0.0,1.0,1,0,2,1,TA,4,0,Detchd,1989.0,Unf,2,676,0,0,0,0,0,0,0,4,2010,105000
50,RL,60.0,8064,Reg,Inside,NAmes,1.5Fin,6,8,1948,2004,Other,Other,None,0.0,TA,CBlock,TA,No,ALQ,481,174,161,816,TA,816,408,0,1224,1.0,0.0,1,0,3,1,TA,5,0,Detchd,1950.0,Unf,1,280,414,0,0,0,0,0,0,5,2010,132000
20,RL,81.0,7635,IR1,Corner,NAmes,1Story,5,6,1960,1960,Other,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,588,350,237,1175,Ex,1175,0,0,1175,0.0,0.0,1,1,3,1,TA,6,0,Detchd,1960.0,RFn,2,484,0,0,0,0,0,0,0,6,2010,148000
20,RL,80.0,9760,Reg,Inside,NAmes,1Story,6,7,1963,1984,Wd Sdng,Wd Sdng,BrkFace,218.0,TA,CBlock,TA,Gd,BLQ,717,263,415,1395,TA,1395,0,0,1395,1.0,0.0,1,0,2,1,TA,7,1,Attchd,1963.0,RFn,2,440,657,0,113,0,240,0,0,5,2010,192000
50,RM,60.0,4800,Reg,Corner,OldTown,1.5Fin,4,5,1900,1954,Wd Sdng,Wd Sdng,BrkFace,771.0,TA,PConc,TA,No,ALQ,48,0,661,709,TA,1157,687,0,1844,1.0,0.0,1,0,3,1,TA,9,2,Other,1900.0,Unf,1,240,84,0,0,0,0,0,0,1,2010,80400
20,RM,69.0,5805,Reg,Inside,OldTown,1Story,5,7,1957,1957,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Mn,BLQ,274,1073,0,1347,Gd,1347,0,0,1347,1.0,1.0,1,0,3,1,Gd,6,0,Detchd,1957.0,Unf,2,551,0,0,0,0,0,0,0,6,2010,143000
45,RM,50.0,6900,Reg,Corner,OldTown,1.5Fin,6,7,1938,2000,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,No,Unf,0,0,827,827,Gd,827,424,0,1251,0.0,0.0,1,0,3,1,Fa,6,0,Detchd,1938.0,Unf,1,240,0,0,0,0,0,0,0,1,2010,119000
50,RM,69.0,11851,Reg,Inside,OldTown,1.5Fin,5,7,1948,2009,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,BLQ,780,0,247,1027,Ex,1027,606,0,1633,0.0,0.0,1,0,3,1,Gd,7,1,Detchd,1948.0,Unf,1,240,0,100,126,0,0,0,0,6,2010,129000
30,RM,68.0,9656,Reg,Inside,OldTown,1Story,2,2,1923,1970,Other,Other,None,0.0,TA,BrkTil,Fa,No,Unf,0,0,678,678,TA,832,0,0,832,0.0,0.0,1,0,2,1,TA,5,1,Detchd,1928.0,Unf,2,780,0,0,0,0,0,0,0,6,2010,12789
70,RM,60.0,9600,Reg,Corner,OldTown,2Story,8,9,1900,2003,Wd Sdng,Wd Sdng,None,0.0,Gd,BrkTil,TA,No,Unf,0,0,930,930,TA,930,636,0,1566,0.0,0.0,2,0,3,1,Gd,7,0,Detchd,1930.0,Unf,1,288,54,228,246,0,0,0,0,4,2010,150000
70,RM,50.0,9000,Reg,Inside,OldTown,2Story,8,9,1890,2002,Wd Sdng,Wd Sdng,None,0.0,Gd,Other,Fa,No,Unf,0,0,346,346,Ex,1157,1111,0,2268,0.0,0.0,3,0,3,1,Gd,7,0,Detchd,2003.0,Unf,2,624,0,108,0,0,0,0,0,4,2010,240000
70,RM,60.0,10560,Reg,Inside,OldTown,2Story,6,7,1922,1994,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,Fa,No,Rec,283,0,455,738,Ex,868,602,0,1470,0.0,0.0,1,1,2,1,TA,6,0,Detchd,1970.0,Unf,2,624,0,0,0,0,0,0,0,6,2010,140750
50,RM,53.0,5830,Reg,Corner,Other,1.5Fin,5,6,1950,1997,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,788,0,200,988,Ex,1030,582,0,1612,0.0,0.0,1,1,3,1,TA,7,0,Detchd,1950.0,Unf,1,363,0,0,0,0,0,0,0,3,2010,128500
30,RM,50.0,5000,Reg,Inside,Other,1Story,4,7,1925,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Rec,188,0,577,765,TA,765,0,0,765,1.0,0.0,1,0,2,1,Gd,4,0,Detchd,1926.0,Unf,1,200,135,0,41,0,0,0,0,4,2010,87000
50,RM,50.0,6000,Reg,Inside,Other,1.5Fin,6,7,1939,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,BLQ,452,12,144,608,TA,608,524,0,1132,1.0,0.0,1,0,2,1,TA,5,0,Detchd,1939.0,Unf,1,240,0,0,128,0,0,0,0,4,2010,134000
50,RM,50.0,6000,Reg,Inside,Other,1.5Fin,6,6,1940,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,LwQ,264,0,308,572,Ex,848,348,0,1196,0.0,1.0,1,1,3,1,TA,6,2,Detchd,1973.0,Unf,2,576,0,0,0,0,0,0,0,3,2010,128000
50,RM,53.0,6360,Reg,Corner,Other,1.5Fin,5,6,1942,1950,MetalSd,MetalSd,Stone,300.0,TA,CBlock,TA,No,Rec,360,159,316,835,TA,955,498,0,1453,0.0,0.0,1,1,3,1,Gd,7,2,Detchd,1942.0,Unf,1,240,0,0,35,0,148,0,0,3,2010,132000
50,RM,50.0,6000,Reg,Inside,Other,1.5Fin,6,7,1948,1950,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,300,0,480,780,TA,780,636,0,1416,0.0,0.0,1,1,3,1,TA,6,0,Detchd,1948.0,Unf,1,312,221,0,48,0,0,0,0,3,2010,139900
50,RM,52.0,6240,Reg,Inside,Other,1.5Fin,5,7,1936,1980,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Rec,276,0,252,528,Gd,548,492,0,1040,0.0,0.0,1,0,2,1,TA,5,0,Detchd,1979.0,Fin,2,624,306,0,32,0,0,0,0,5,2010,123900
50,RM,52.0,6240,Reg,Inside,Other,1.5Fin,5,5,1930,1950,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,LwQ,448,0,480,928,TA,928,608,0,1536,0.0,0.0,2,0,4,1,TA,7,1,Detchd,1930.0,Unf,2,480,0,10,0,0,0,0,0,3,2010,138400
30,RM,51.0,6120,Reg,Inside,OldTown,1Story,6,5,1923,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Fa,No,ALQ,960,0,164,1124,TA,1068,0,0,1068,1.0,0.0,1,0,2,1,TA,5,1,Detchd,1923.0,Unf,1,288,0,0,128,0,0,0,0,3,2010,109500
50,RM,57.0,8094,Reg,Inside,OldTown,1.5Fin,4,5,1915,1950,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,888,888,Ex,888,1074,0,1962,0.0,0.0,1,1,4,1,TA,9,1,Detchd,1915.0,Unf,2,572,160,0,364,0,0,0,0,6,2010,149500
70,RM,52.0,3068,Reg,Inside,OldTown,2Story,6,8,1920,1993,VinylSd,VinylSd,None,0.0,TA,BrkTil,TA,No,Unf,0,0,662,662,Ex,662,662,0,1324,0.0,1.0,1,0,3,1,TA,6,0,Detchd,1920.0,Unf,1,180,0,0,112,0,0,0,0,2,2010,122000
20,RL,100.0,15263,IR1,Inside,Other,1Story,5,5,1959,1959,HdBoard,HdBoard,BrkFace,90.0,TA,CBlock,Gd,No,Rec,766,0,656,1422,Gd,1675,0,0,1675,0.0,0.0,2,0,3,1,TA,8,2,Attchd,1959.0,Unf,1,365,0,132,0,0,0,0,0,5,2010,173000
50,RL,65.0,6001,IR1,Inside,Other,1.5Fin,6,5,1940,1950,VinylSd,VinylSd,None,0.0,TA,CBlock,Fa,No,LwQ,368,0,232,600,Ex,600,319,0,919,0.0,0.0,1,0,3,1,TA,5,0,Detchd,1940.0,Unf,1,231,0,0,45,0,0,0,0,3,2010,95000
190,Other,60.0,6048,Reg,Corner,Other,1.5Fin,5,7,1910,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Mn,LwQ,736,0,120,856,Gd,936,744,0,1680,1.0,0.0,2,0,2,2,TA,7,1,Detchd,1910.0,Unf,2,450,56,144,0,0,0,0,0,6,2010,114900
20,RL,65.0,7800,Reg,Inside,Other,1Story,5,7,1966,2008,HdBoard,HdBoard,BrkFace,47.0,TA,CBlock,TA,Mn,BLQ,240,474,150,864,Ex,892,0,0,892,1.0,0.0,1,0,3,1,Gd,5,0,Detchd,1966.0,Unf,1,416,0,0,0,0,0,0,0,6,2010,137900
20,RL,65.0,7832,Reg,Inside,Other,1Story,5,5,1968,1968,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,GLQ,775,0,89,864,Ex,864,0,0,864,1.0,0.0,1,0,2,1,TA,4,0,Detchd,1969.0,Unf,1,280,226,0,0,0,0,0,0,5,2010,137250
60,RL,86.0,11227,Reg,Inside,Other,2Story,5,5,1968,1968,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Rec,267,453,0,720,Ex,720,720,0,1440,0.0,0.0,1,1,4,1,TA,7,2,Attchd,1968.0,Unf,2,480,192,38,0,0,0,0,0,3,2010,163000
30,RL,94.0,9259,Reg,Corner,Other,1Story,4,4,1927,1950,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Fa,No,Unf,0,0,660,660,TA,756,0,0,756,0.0,0.0,1,0,2,1,TA,4,0,Detchd,1945.0,Unf,2,440,80,0,0,0,0,0,0,6,2010,85000
50,RL,124.0,18600,Reg,Inside,Edwards,1.5Fin,3,4,1938,1990,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Mn,BLQ,288,684,0,972,TA,1052,558,0,1610,0.0,1.0,2,0,4,1,Fa,8,1,Attchd,1938.0,RFn,1,480,0,0,60,0,0,0,450,6,2010,124000
20,RL,65.0,11479,Reg,Inside,Edwards,1Story,6,7,1950,1987,Wd Sdng,Plywood,None,0.0,TA,CBlock,TA,No,GLQ,104,387,172,663,Ex,1074,0,0,1074,1.0,0.0,1,0,3,1,Gd,6,1,Attchd,1987.0,Unf,1,467,0,52,52,0,0,0,0,6,2010,144500
50,RL,50.0,9350,Reg,Inside,Edwards,1.5Fin,4,6,1947,1979,Other,Other,None,0.0,TA,CBlock,TA,No,LwQ,192,0,564,756,Ex,1169,0,362,1531,0.0,0.0,1,0,3,1,TA,8,1,Detchd,1947.0,Unf,1,209,0,0,0,0,0,0,0,6,2010,127000
20,RL,75.0,9525,Reg,Inside,Edwards,1Story,5,7,1954,1998,Other,Other,None,0.0,TA,CBlock,TA,Av,BLQ,954,0,218,1172,TA,1172,0,0,1172,1.0,0.0,1,0,3,1,TA,5,0,Attchd,1954.0,Fin,1,366,240,0,0,0,0,0,0,6,2010,128000
20,RL,44.0,17485,Other,Inside,Edwards,1Story,7,5,2009,2010,VinylSd,VinylSd,Stone,96.0,Gd,PConc,Gd,Gd,GLQ,1346,0,162,1508,Ex,1508,0,0,1508,1.0,0.0,1,0,1,1,Gd,5,2,Attchd,2009.0,RFn,2,572,0,0,0,0,0,0,0,1,2010,308030
20,RL,83.0,11980,Reg,Inside,Other,1Story,7,5,1987,1987,Plywood,Plywood,BrkFace,177.0,Gd,CBlock,Gd,Gd,GLQ,1433,0,0,1433,Ex,1433,0,0,1433,1.0,0.0,1,1,1,1,Gd,4,2,Attchd,1987.0,RFn,2,528,0,278,0,0,266,0,0,6,2010,270000
60,RL,87.0,12361,IR1,Other,Other,2Story,6,7,1993,1993,VinylSd,VinylSd,BrkFace,85.0,Gd,PConc,Gd,No,GLQ,860,0,86,946,Ex,964,838,0,1802,0.0,1.0,2,1,3,1,Gd,8,1,Other,2000.0,RFn,4,1017,450,92,0,0,0,0,0,5,2010,218000
20,RL,64.0,7360,Reg,Inside,CollgCr,1Story,7,5,2010,2010,VinylSd,VinylSd,Stone,80.0,Gd,PConc,Gd,No,GLQ,24,0,1198,1222,Ex,1222,0,0,1222,0.0,0.0,2,0,2,1,Gd,6,0,Attchd,2009.0,RFn,2,615,0,54,0,0,0,0,0,3,2010,187000
50,RL,82.0,14235,IR1,Inside,Other,1.5Fin,6,8,1900,1993,Wd Sdng,Plywood,None,0.0,TA,PConc,Fa,No,Unf,0,0,676,676,TA,831,614,0,1445,0.0,0.0,2,0,3,1,TA,6,0,Detchd,1957.0,Unf,2,484,0,59,0,0,0,0,0,3,2010,138500
85,RL,82.0,11105,Reg,Corner,CollgCr,Other,5,5,1996,1996,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,Av,GLQ,870,0,0,870,Gd,965,0,0,965,1.0,0.0,1,0,2,1,TA,4,0,Attchd,1998.0,Unf,2,580,71,0,0,0,0,0,0,7,2010,159000
20,RL,38.0,15240,IR1,Other,CollgCr,1Story,5,8,1977,2004,Other,Other,None,0.0,Gd,CBlock,Gd,No,GLQ,198,688,140,1026,Ex,1026,0,0,1026,1.0,0.0,1,1,3,1,TA,5,0,Attchd,1977.0,Unf,1,308,316,85,0,0,0,0,0,6,2010,150000
20,RL,68.0,7480,Reg,Inside,CollgCr,1Story,5,6,1972,1972,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Av,ALQ,480,0,396,876,TA,876,0,0,876,1.0,0.0,1,0,3,1,TA,5,0,Detchd,1977.0,Unf,2,484,0,0,0,0,0,0,0,6,2010,127000
20,RL,80.0,10389,Reg,Inside,CollgCr,1Story,8,5,2003,2003,Other,Other,BrkFace,320.0,Gd,PConc,Gd,No,GLQ,1682,0,296,1978,Ex,1978,0,0,1978,1.0,0.0,2,1,3,1,Gd,8,1,Attchd,2003.0,RFn,3,850,188,25,0,0,0,0,0,5,2010,318000
60,RL,75.0,9375,Reg,Inside,CollgCr,2Story,7,5,1997,1997,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,0,1040,1040,Ex,1044,1054,0,2098,0.0,0.0,2,1,4,1,Gd,9,1,Attchd,1997.0,Fin,2,621,331,38,0,0,0,0,0,4,2010,240000
20,RL,68.0,8842,Reg,Corner,Edwards,1Story,5,6,1954,1954,VinylSd,VinylSd,None,0.0,TA,CBlock,Fa,No,Unf,0,0,381,381,Ex,992,0,0,992,0.0,0.0,1,0,3,1,TA,6,0,Detchd,1954.0,Unf,1,319,60,0,56,0,0,0,0,1,2010,155891
20,RL,60.0,10044,IR1,Other,Edwards,1Story,5,6,1968,1968,MetalSd,MetalSd,None,0.0,TA,CBlock,Gd,Gd,ALQ,1070,0,126,1196,TA,1196,0,0,1196,1.0,0.0,1,0,3,1,TA,6,0,Attchd,1968.0,RFn,1,336,257,0,168,0,0,0,0,6,2010,144000
50,RL,89.0,11792,Reg,Inside,Edwards,1.5Fin,4,5,1948,1950,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0,0,744,744,Ex,792,328,0,1120,0.0,0.0,1,0,2,1,Fa,5,0,Detchd,1956.0,Unf,2,480,0,0,0,0,160,0,0,6,2010,64000
80,RL,65.0,6305,Reg,Inside,Edwards,Other,6,6,1975,1975,Plywood,Plywood,None,0.0,TA,CBlock,TA,Av,ALQ,528,0,480,1008,TA,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,5,1,Detchd,1975.0,Unf,1,352,0,0,0,0,0,0,0,6,2010,125200
30,RL,67.0,4853,Reg,Inside,Other,1Story,5,6,1924,1999,MetalSd,VinylSd,BrkFace,203.0,TA,BrkTil,TA,Mn,Rec,133,0,974,1107,Other,1296,0,0,1296,0.0,0.0,2,0,2,1,Fa,5,1,Detchd,1979.0,Unf,1,260,0,0,36,0,0,0,0,5,2010,104000
50,RL,78.0,10452,IR1,Inside,Other,1.5Fin,7,6,1941,1985,Wd Sdng,Wd Sdng,BrkFace,371.0,Gd,BrkTil,Gd,No,ALQ,426,252,850,1528,Ex,1225,908,0,2133,1.0,0.0,1,1,4,1,TA,8,2,Attchd,1941.0,Unf,1,312,0,0,86,0,0,0,0,7,2010,257500
90,RL,78.0,15600,Reg,Inside,Other,2Story,5,6,1950,1991,VinylSd,VinylSd,BrkFace,430.0,TA,CBlock,TA,No,ALQ,375,0,657,1032,Ex,1102,1075,0,2177,0.0,0.0,2,1,5,2,TA,11,0,Detchd,1950.0,Unf,2,484,0,0,0,0,0,0,0,3,2010,215000
80,RL,85.0,19645,IR1,Other,Other,Other,7,6,1994,2007,VinylSd,VinylSd,BrkFace,44.0,TA,PConc,Gd,No,GLQ,343,0,80,423,Ex,896,756,0,1652,1.0,0.0,2,1,3,1,Gd,6,0,BuiltIn,1994.0,RFn,2,473,0,0,0,0,0,0,0,6,2010,203135
120,RM,35.0,3907,IR1,Inside,Other,1Story,8,6,1989,1989,HdBoard,HdBoard,None,0.0,Gd,CBlock,Gd,Gd,GLQ,747,0,235,982,Gd,1034,0,0,1034,1.0,0.0,1,0,1,1,Gd,4,1,Attchd,1989.0,Fin,2,598,141,36,0,0,0,0,0,4,2010,185000
120,RM,35.0,3907,IR1,Inside,Other,1Story,8,5,1989,1989,HdBoard,HdBoard,None,0.0,Gd,CBlock,Gd,Av,GLQ,76,0,1115,1191,Gd,1191,0,0,1191,0.0,0.0,2,0,2,1,Gd,5,1,Attchd,1989.0,Unf,2,531,112,81,0,0,0,0,0,3,2010,162500
